customer_id,name,email,country,age,signup_date,marketing_opt_in,recency,frequency,monetary,R_score,F_score,M_score,RFM_score,customer_segment,avg_order_value
3777,Sarah Richards,angela00@example.net,CA,65,2023-07-18,True,658.0,2.0,757.4000000000001,3.0,3.0,5.0,335,Price-sensitive users,378.7000000000001
3778,Kyle Mills,andrew70@example.net,US,36,2024-03-08,False,123.0,2.0,94.81,5.0,3.0,2.0,532,Price-sensitive users,47.405
3779,John Bishop,tyler50@example.org,JP,21,2024-12-22,False,229.0,4.0,872.87,4.0,5.0,5.0,455,High-value loyal customers,218.2175
3780,Anne Mccullough DDS,marvin01@example.com,US,29,2020-11-07,True,1344.0,2.0,37.43,1.0,3.0,1.0,131,At-risk customers,18.715
3781,Garrett Brown,laurie00@example.org,CA,31,2021-06-13,True,55.0,1.0,13.68,5.0,1.0,1.0,511,New buyers,13.68
3782,Cassie White,crystalmurphy@example.org,DE,33,2025-01-14,True,19.0,1.0,13.68,5.0,1.0,1.0,511,New buyers,13.68
3783,Robert Perkins,umartin@example.net,US,61,2025-09-05,True,138.0,5.0,1285.48,5.0,5.0,5.0,555,High-value loyal customers,257.096
3784,James Fernandez,wharrell@example.org,SE,43,2021-07-20,True,724.0,1.0,276.29,3.0,1.0,4.0,314,High-value loyal customers,276.29
3786,John Gross,delliott@example.net,NL,41,2025-06-05,False,1189.0,3.0,466.63,2.0,4.0,5.0,245,At-risk customers,155.54333333333332
3787,David Smith,bellluis@example.org,DE,64,2021-07-22,True,1005.0,2.0,551.39,2.0,3.0,5.0,235,At-risk customers,275.695
3788,Aaron Kelley,ashleyhoffman@example.net,JP,65,2021-09-08,False,832.0,3.0,437.75,3.0,4.0,5.0,345,New buyers,145.91666666666666
3789,Nancy Parker,nicholas99@example.com,CA,65,2022-06-25,True,1276.0,1.0,506.69,2.0,1.0,5.0,215,At-risk customers,506.69
3791,Lisa Lee,heidi86@example.com,GB,50,2021-11-27,False,175.0,4.0,645.41,5.0,5.0,5.0,555,High-value loyal customers,161.3525
3792,Kristen Cohen,djackson@example.org,FR,75,2023-08-02,False,101.0,2.0,104.21,5.0,3.0,2.0,532,Price-sensitive users,52.105
3793,Kimberly Moreno,mariavega@example.org,MX,61,2021-07-20,True,1.0,5.0,572.0,5.0,5.0,5.0,555,High-value loyal customers,114.4
3794,Laura White,monicamelton@example.org,FR,46,2022-12-31,True,1719.0,1.0,24.47,1.0,1.0,1.0,111,At-risk customers,24.47
3795,Victor Bates,vgallagher@example.com,IN,73,2021-01-11,True,350.0,1.0,133.95,4.0,1.0,2.0,412,New buyers,133.95
3796,Anthony Norton,xwatson@example.com,DE,40,2023-01-08,True,1165.0,2.0,37.79,2.0,3.0,1.0,231,At-risk customers,18.895
3797,Bethany Young,dianasaunders@example.org,GB,73,2020-07-09,True,661.0,2.0,89.79,3.0,3.0,2.0,332,Price-sensitive users,44.895
3798,Christopher Carrillo,antonio11@example.net,PL,40,2023-02-17,True,324.0,2.0,380.26,4.0,3.0,4.0,434,High-value loyal customers,190.13
3799,Ricardo Taylor,briansmith@example.com,DE,53,2021-11-04,False,467.0,3.0,313.87,4.0,4.0,4.0,444,High-value loyal customers,104.62333333333332
3800,Rachel Mendoza,rodgersmadison@example.com,SG,37,2022-01-16,True,2092.0,1.0,370.82,1.0,1.0,4.0,114,At-risk customers,370.82
3801,Ashley Cole,oherrera@example.net,MX,50,2024-09-30,True,1639.0,1.0,13.8,1.0,1.0,1.0,111,At-risk customers,13.8
3802,Christopher Arroyo,martinaudrey@example.com,IN,75,2020-12-21,False,363.0,4.0,559.87,4.0,5.0,5.0,455,High-value loyal customers,139.9675
3803,Sean Montgomery MD,wfinley@example.org,US,22,2024-03-31,False,679.0,3.0,264.73,3.0,4.0,4.0,344,New buyers,88.24333333333334
3804,Christina Sanchez,aaronsimmons@example.org,SG,44,2021-06-10,False,553.0,5.0,129.81,3.0,5.0,2.0,352,Price-sensitive users,25.962
3805,Tina Brown,eric60@example.com,MX,38,2024-08-31,False,57.0,3.0,608.23,5.0,4.0,5.0,545,High-value loyal customers,202.7433333333333
3806,Stacey Gamble,warrenjames@example.org,IN,32,2023-07-21,False,465.0,5.0,1071.55,4.0,5.0,5.0,455,High-value loyal customers,214.31
3807,Gabriel Green,gdavis@example.com,DE,35,2024-08-21,False,43.0,2.0,139.13,5.0,3.0,2.0,532,Price-sensitive users,69.565
3810,Trevor Cole,katherinehaynes@example.org,AE,73,2022-05-22,False,685.0,3.0,505.71,3.0,4.0,5.0,345,New buyers,168.57000000000002
3811,Jason Schultz,ashleylarson@example.org,GB,59,2025-09-22,True,1643.0,1.0,222.51,1.0,1.0,3.0,113,At-risk customers,222.51
3812,Kevin Stevens,jasonlewis@example.org,ZA,67,2021-10-18,True,1130.0,2.0,166.15,2.0,3.0,3.0,233,At-risk customers,83.075
3813,Gabriel Love,maldonadoethan@example.net,GB,43,2025-03-10,True,1147.0,1.0,47.58,2.0,1.0,1.0,211,At-risk customers,47.58
3814,William Mitchell PhD,phillipelliott@example.org,GB,64,2021-01-18,True,204.0,4.0,468.15,5.0,5.0,5.0,555,High-value loyal customers,117.0375
3816,Stacy Martin,alexanderzuniga@example.com,GB,67,2022-06-07,False,627.0,2.0,347.43,3.0,3.0,4.0,334,High-value loyal customers,173.715
3817,Tammie York,schroederjesse@example.net,IN,65,2020-12-10,False,1405.0,1.0,14.42,1.0,1.0,1.0,111,At-risk customers,14.42
3818,Chelsea Schwartz,zdavis@example.net,CA,67,2025-10-26,True,878.0,2.0,224.01,2.0,3.0,3.0,233,At-risk customers,112.005
3819,Donna Rosario,johnsontroy@example.org,JP,27,2021-06-07,True,17.0,1.0,102.97,5.0,1.0,2.0,512,New buyers,102.97
3820,John Little,hardingbrian@example.com,MX,62,2025-07-22,True,1944.0,1.0,161.14,1.0,1.0,3.0,113,At-risk customers,161.14
3821,Kevin Calderon,david95@example.org,MX,45,2024-06-29,True,233.0,3.0,443.13,4.0,4.0,5.0,445,High-value loyal customers,147.71
3822,Raymond Brown,roberta43@example.com,FR,42,2020-05-15,True,633.0,1.0,156.05,3.0,1.0,3.0,313,High-value loyal customers,156.05
3823,Mike Stewart,villanuevalinda@example.net,GB,40,2022-10-03,False,1676.0,1.0,771.94,1.0,1.0,5.0,115,At-risk customers,771.94
3824,Joshua Young,sandra87@example.com,IN,69,2021-01-17,True,299.0,2.0,278.3,4.0,3.0,4.0,434,High-value loyal customers,139.15
3825,Elizabeth Jackson,thompsonnicholas@example.org,IN,53,2023-04-13,False,1767.0,1.0,35.6,1.0,1.0,1.0,111,At-risk customers,35.6
3826,Elizabeth Pham,dfletcher@example.com,FR,67,2021-05-26,True,220.0,1.0,20.17,5.0,1.0,1.0,511,New buyers,20.17
3827,George Mcclure,wilsonjoseph@example.net,CA,71,2020-12-20,True,226.0,1.0,10.62,4.0,1.0,1.0,411,New buyers,10.62
3828,Ryan Giles,alicia39@example.com,FR,52,2025-03-03,True,563.0,2.0,73.92,3.0,3.0,2.0,332,Price-sensitive users,36.96
3829,Jennifer Robinson,bellalan@example.net,JP,60,2023-02-18,True,1349.0,2.0,419.49,1.0,3.0,4.0,134,At-risk customers,209.745
3830,Joel Anthony,rebeccacastro@example.org,BR,73,2023-07-10,True,78.0,1.0,175.29,5.0,1.0,3.0,513,New buyers,175.29
3831,James Glover,moralesjohn@example.com,US,32,2024-07-13,True,176.0,2.0,114.98,5.0,3.0,2.0,532,Price-sensitive users,57.49
3832,Michael Wright,zachary76@example.net,ES,59,2025-08-27,False,1184.0,1.0,60.98,2.0,1.0,1.0,211,At-risk customers,60.98
3833,Evan Taylor,charleslogan@example.com,IN,28,2020-04-03,False,1142.0,3.0,417.88,2.0,4.0,4.0,244,At-risk customers,139.29333333333332
3834,Charles West,michellehunt@example.net,US,30,2022-02-06,True,882.0,3.0,529.89,2.0,4.0,5.0,245,At-risk customers,176.63
3835,Brian Rodgers,leslie69@example.org,NL,72,2025-06-27,False,629.0,2.0,1050.55,3.0,3.0,5.0,335,Price-sensitive users,525.275
3836,John Anderson,greenmelissa@example.com,BR,47,2023-11-04,True,604.0,2.0,255.61,3.0,3.0,3.0,333,High-value loyal customers,127.805
3838,Nicholas Collins,rschmidt@example.org,US,44,2021-06-07,False,698.0,3.0,123.55,3.0,4.0,2.0,342,Price-sensitive users,41.18333333333334
3839,Bobby Massey,millerjonathan@example.org,BR,29,2022-04-10,True,624.0,2.0,495.34,3.0,3.0,5.0,335,New buyers,247.67
3840,Brian Thomas,tallen@example.com,US,32,2024-12-21,False,322.0,4.0,1117.23,4.0,5.0,5.0,455,High-value loyal customers,279.3075
3843,Stephanie Morris,lindsay44@example.com,GB,29,2025-01-08,True,791.0,1.0,147.14,3.0,1.0,2.0,312,High-value loyal customers,147.14
3844,Michelle Bond,alexisrivera@example.com,IN,68,2020-12-29,False,583.0,2.0,99.74,3.0,3.0,2.0,332,Price-sensitive users,49.870000000000005
3845,Alexis Johnson,richarddennis@example.org,ES,45,2025-06-10,True,1606.0,1.0,675.89,1.0,1.0,5.0,115,At-risk customers,675.89
3847,Anna Smith,ydeleon@example.com,FR,66,2023-12-17,True,1185.0,1.0,104.04,2.0,1.0,2.0,212,At-risk customers,104.04
3849,Elizabeth Tate,armstrongdavid@example.com,FR,20,2023-04-22,True,585.0,4.0,773.72,3.0,5.0,5.0,355,Price-sensitive users,193.43
3850,Alyssa Gilbert,russell93@example.org,US,63,2024-04-30,False,412.0,3.0,433.48,4.0,4.0,5.0,445,High-value loyal customers,144.49333333333334
3851,David Harper,jonesfrank@example.net,US,73,2023-08-12,True,1456.0,1.0,24.33,1.0,1.0,1.0,111,At-risk customers,24.33
3852,Tony Miller,tiffanycampbell@example.net,IN,60,2020-05-29,False,761.0,2.0,67.13,3.0,3.0,1.0,331,Price-sensitive users,33.565
3854,Ann Clarke,yweiss@example.org,FR,37,2025-02-21,True,153.0,2.0,390.07,5.0,3.0,4.0,534,High-value loyal customers,195.035
3855,Jessica Bowers,wilsonnicholas@example.org,US,63,2021-02-03,True,579.0,4.0,415.8,3.0,5.0,4.0,354,New buyers,103.95
3856,Michael Rose,smithstephanie@example.org,SG,38,2023-09-04,True,1466.0,1.0,135.04,1.0,1.0,2.0,112,At-risk customers,135.04
3857,Jennifer Martin,eric24@example.com,JP,73,2021-01-16,False,1969.0,1.0,37.23,1.0,1.0,1.0,111,At-risk customers,37.23
3858,Deanna Howe,longbrittany@example.com,SE,54,2022-03-31,True,970.0,1.0,189.92,2.0,1.0,3.0,213,At-risk customers,189.92
3859,Ryan Smith,mirandalindsey@example.net,US,75,2021-08-02,True,827.0,1.0,314.79,3.0,1.0,4.0,314,High-value loyal customers,314.79
3860,Karen Bush,mwilliams@example.org,SE,40,2023-11-25,False,475.0,1.0,32.99,4.0,1.0,1.0,411,New buyers,32.99
3861,Craig Browning MD,wardbrenda@example.org,US,29,2023-05-24,False,1180.0,2.0,232.74,2.0,3.0,3.0,233,At-risk customers,116.37
3862,Pamela Logan,marylucero@example.org,SG,47,2023-05-23,True,228.0,2.0,197.94,4.0,3.0,3.0,433,High-value loyal customers,98.97
3864,Jennifer Suarez,sgonzalez@example.org,FR,62,2025-01-18,False,1746.0,1.0,158.58,1.0,1.0,3.0,113,At-risk customers,158.58
3865,Brady Freeman,virginia87@example.org,US,45,2022-01-26,False,742.0,1.0,64.99,3.0,1.0,1.0,311,High-value loyal customers,64.99
3867,Judith Wolfe,ortizheather@example.org,SE,60,2020-11-06,False,453.0,3.0,189.42,4.0,4.0,3.0,443,New buyers,63.13999999999999
3868,Dennis Saunders,natalieharris@example.org,DE,67,2025-09-13,True,510.0,4.0,318.65000000000003,3.0,5.0,4.0,354,New buyers,79.66250000000001
3869,Jeffrey Estes,imartinez@example.net,ES,46,2024-03-03,True,1636.0,1.0,296.68,1.0,1.0,4.0,114,At-risk customers,296.68
3870,Erin Rosario,jacqueline61@example.net,ZA,34,2023-09-01,False,127.0,3.0,300.03,5.0,4.0,4.0,544,High-value loyal customers,100.01
3871,Austin Bryant,smithandrea@example.net,SE,28,2023-11-05,True,383.0,2.0,766.48,4.0,3.0,5.0,435,Price-sensitive users,383.24
3872,Andrew Turner,halllarry@example.com,US,65,2024-08-15,True,244.0,1.0,187.56,4.0,1.0,3.0,413,New buyers,187.56
3873,Jessica Moran,james25@example.net,GB,40,2022-02-23,True,919.0,1.0,42.24,2.0,1.0,1.0,211,High-value loyal customers,42.24
3874,Richard Lewis MD,thomas34@example.com,DE,61,2021-08-26,True,775.0,1.0,6.96,3.0,1.0,1.0,311,High-value loyal customers,6.96
3875,Heather Bennett,diazjohn@example.org,JP,22,2023-03-18,False,764.0,2.0,377.68,3.0,3.0,4.0,334,High-value loyal customers,188.84
3876,Kelly Murray,goodwinkenneth@example.com,IN,59,2022-09-20,False,273.0,2.0,472.46,4.0,3.0,5.0,435,New buyers,236.23
3877,John Fleming,washingtonkaren@example.com,GB,63,2024-04-09,True,951.0,2.0,168.38,2.0,3.0,3.0,233,At-risk customers,84.19
3878,Seth Robertson,stephanie38@example.net,US,61,2021-12-05,True,1982.0,1.0,105.73,1.0,1.0,2.0,112,At-risk customers,105.73
3879,Janet Baldwin,farmerbeth@example.com,SE,75,2025-08-27,False,1359.0,3.0,210.44,1.0,4.0,3.0,143,At-risk customers,70.14666666666666
3882,Dorothy Joseph,gloria57@example.com,GB,31,2020-05-17,False,323.0,4.0,565.86,4.0,5.0,5.0,455,High-value loyal customers,141.465
3884,Jason Banks MD,maryyoung@example.org,US,35,2024-09-22,True,935.0,1.0,144.27,2.0,1.0,2.0,212,High-value loyal customers,144.27
3885,Drew Soto,darrell17@example.com,NL,47,2021-07-13,True,319.0,1.0,240.98,4.0,1.0,3.0,413,New buyers,240.98
3886,Rhonda Bruce,troy50@example.org,NL,67,2024-10-14,True,768.0,1.0,85.09,3.0,1.0,2.0,312,High-value loyal customers,85.09
3887,Anna Shaw,kruegerrachel@example.com,US,29,2021-02-01,True,1721.0,1.0,139.25,1.0,1.0,2.0,112,At-risk customers,139.25
3888,Mark Morgan,shelley23@example.org,DE,62,2024-01-25,True,364.0,1.0,186.84,4.0,1.0,3.0,413,New buyers,186.84
3889,Jeffrey Hill,clintondeleon@example.org,FR,36,2021-11-20,False,396.0,1.0,175.56,4.0,1.0,3.0,413,New buyers,175.56
3890,Allen Cardenas,cgonzalez@example.net,DE,32,2022-02-25,True,1018.0,1.0,93.45,2.0,1.0,2.0,212,At-risk customers,93.45
3891,Amy Stewart,curtiskatherine@example.org,AU,75,2023-08-14,False,688.0,1.0,158.49,3.0,1.0,3.0,313,High-value loyal customers,158.49
3892,Anthony Peck,fduke@example.org,FR,21,2023-05-23,True,469.0,4.0,497.26,4.0,5.0,5.0,455,High-value loyal customers,124.315
3893,Laura Lawrence,timothy69@example.com,IN,40,2021-04-02,True,1005.0,1.0,275.66,2.0,1.0,4.0,214,At-risk customers,275.66
3894,Jorge Carney,pattonchad@example.org,US,56,2024-08-31,False,310.0,1.0,110.84,4.0,1.0,2.0,412,New buyers,110.84
3896,Matthew Robinson,kimberly15@example.net,US,75,2020-06-28,True,632.0,3.0,390.64,3.0,4.0,4.0,344,New buyers,130.21333333333334
3897,Terry Welch,xbarker@example.com,JP,25,2020-07-15,True,1035.0,1.0,90.79,2.0,1.0,2.0,212,At-risk customers,90.79
3898,Bradley Stein,kellywhite@example.net,US,62,2025-05-03,False,798.0,1.0,65.47,3.0,1.0,1.0,311,High-value loyal customers,65.47
3899,Kenneth Lopez,gravesbobby@example.com,GB,35,2022-04-11,True,671.0,1.0,252.15,3.0,1.0,3.0,313,High-value loyal customers,252.15
3901,Victoria Cooper,pgomez@example.net,MX,55,2021-02-09,True,656.0,1.0,282.36,3.0,1.0,4.0,314,High-value loyal customers,282.36
3902,Tammy Scott,meyeramanda@example.org,SG,40,2021-09-06,True,880.0,1.0,482.02,2.0,1.0,5.0,215,High-value loyal customers,482.02
3903,Antonio Miller,veronicamartinez@example.com,SG,75,2025-03-28,False,228.0,4.0,239.64,4.0,5.0,3.0,453,New buyers,59.91
3905,Erica Roman,campbellricky@example.org,ZA,44,2022-07-14,False,1845.0,1.0,109.49,1.0,1.0,2.0,112,At-risk customers,109.49
3906,Christina Shelton,lauren41@example.net,GB,67,2021-01-06,False,1638.0,1.0,128.02,1.0,1.0,2.0,112,At-risk customers,128.02
3907,Dawn Stone,jessicapittman@example.com,FR,54,2024-10-25,True,324.0,2.0,89.93,4.0,3.0,2.0,432,Price-sensitive users,44.965
3908,Denise Wright,ritterkaren@example.com,CA,39,2020-02-02,False,150.0,1.0,32.24,5.0,1.0,1.0,511,New buyers,32.24
3909,Andre Moore,mitchellchristopher@example.org,AE,69,2025-08-19,True,379.0,2.0,283.43,4.0,3.0,4.0,434,High-value loyal customers,141.715
3910,Kimberly Davis,bjackson@example.net,JP,30,2020-05-19,True,237.0,2.0,84.67,4.0,3.0,2.0,432,Price-sensitive users,42.335
3912,Eric Robinson,jwalsh@example.org,SE,22,2025-10-29,True,268.0,4.0,654.08,4.0,5.0,5.0,455,High-value loyal customers,163.52
3913,Maria Alexander,michaelallen@example.org,ZA,55,2023-08-04,False,683.0,1.0,290.09,3.0,1.0,4.0,314,High-value loyal customers,290.09
3914,Linda Salinas,lynchjames@example.com,GB,19,2021-06-14,True,614.0,2.0,120.48,3.0,3.0,2.0,332,Price-sensitive users,60.24
3915,Angelica Reese,ugarrett@example.org,GB,21,2022-12-18,False,47.0,4.0,198.85,5.0,5.0,3.0,553,New buyers,49.7125
3916,Nathaniel Andrade,anovak@example.com,US,36,2024-09-13,False,202.0,3.0,469.77,5.0,4.0,5.0,545,High-value loyal customers,156.59
3917,Catherine Miranda,matthewgarcia@example.net,AU,70,2024-06-07,False,42.0,1.0,409.89,5.0,1.0,4.0,514,New buyers,409.89
3918,Alan Mcneil,paula01@example.org,US,48,2023-05-01,True,159.0,2.0,300.01,5.0,3.0,4.0,534,High-value loyal customers,150.005
3920,Donna Maddox,anthony10@example.org,CA,29,2020-08-24,True,2085.0,1.0,252.48,1.0,1.0,3.0,113,At-risk customers,252.48
3921,Cheryl Gonzales,pfrost@example.net,SG,30,2025-10-09,False,1559.0,1.0,43.28,1.0,1.0,1.0,111,At-risk customers,43.28
3922,Colin Peterson MD,hoovershannon@example.org,GB,56,2025-08-07,False,1193.0,3.0,237.31000000000003,2.0,4.0,3.0,243,At-risk customers,79.10333333333334
3923,Jose Smith,garciawayne@example.org,GB,70,2022-08-24,True,1262.0,2.0,557.88,2.0,3.0,5.0,235,At-risk customers,278.94
3924,Jacob Taylor,william19@example.net,ES,41,2023-05-07,False,1188.0,1.0,58.75,2.0,1.0,1.0,211,At-risk customers,58.75
3925,Melinda Pearson,steven78@example.org,GB,43,2020-04-13,False,1343.0,1.0,43.17,1.0,1.0,1.0,111,At-risk customers,43.17
3926,Amy Mcpherson,mackenzie03@example.net,AU,48,2022-06-16,False,1569.0,2.0,173.75,1.0,3.0,3.0,133,At-risk customers,86.875
3927,Anthony Barker,keith41@example.net,GB,41,2022-08-21,False,1646.0,2.0,147.12,1.0,3.0,2.0,132,At-risk customers,73.56
3928,Jennifer West,jasonelliott@example.net,FR,41,2023-05-26,True,763.0,2.0,91.09,3.0,3.0,2.0,332,Price-sensitive users,45.545
3930,Kayla Williams,csantiago@example.net,FR,35,2024-08-03,False,256.0,4.0,778.3,4.0,5.0,5.0,455,High-value loyal customers,194.575
3931,Amanda Flores,jacob82@example.org,AU,30,2024-11-13,True,276.0,3.0,160.39,4.0,4.0,3.0,443,New buyers,53.46333333333333
3934,David Douglas,nicholasgonzales@example.net,US,26,2025-05-10,True,182.0,2.0,385.23,5.0,3.0,4.0,534,High-value loyal customers,192.615
3938,Kara Ray,amandaholt@example.org,GB,61,2023-11-07,False,463.0,2.0,358.31,4.0,3.0,4.0,434,High-value loyal customers,179.155
3939,Jacob Brown,amandacook@example.net,IN,69,2024-05-22,True,678.0,2.0,347.91,3.0,3.0,4.0,334,High-value loyal customers,173.95499999999998
3940,Michael Glover,brandon82@example.com,ES,39,2025-05-25,False,426.0,2.0,161.2,4.0,3.0,3.0,433,High-value loyal customers,80.6
3941,Jennifer Acosta,ymoreno@example.org,US,56,2025-04-03,False,680.0,1.0,189.8,3.0,1.0,3.0,313,High-value loyal customers,189.8
3943,Carolyn Murray,leachmonique@example.net,US,33,2024-08-30,False,925.0,3.0,333.38,2.0,4.0,4.0,244,At-risk customers,111.12666666666668
3945,Alexander White,lopezchad@example.net,SG,30,2020-09-29,True,1566.0,1.0,30.82,1.0,1.0,1.0,111,At-risk customers,30.82
3946,Rachel Mathis,andrew13@example.com,GB,45,2023-01-04,True,904.0,2.0,274.04,2.0,3.0,4.0,234,At-risk customers,137.02
3947,Dr. Michael Smith,christopherhall@example.net,IN,22,2022-11-27,True,714.0,2.0,111.68,3.0,3.0,2.0,332,Price-sensitive users,55.84
3949,Gail Martinez,garykelly@example.com,US,46,2020-02-06,True,1853.0,1.0,55.38,1.0,1.0,1.0,111,At-risk customers,55.38
3950,John Thomas,susan78@example.org,JP,29,2025-05-01,False,851.0,3.0,144.23000000000002,3.0,4.0,2.0,342,Price-sensitive users,48.07666666666668
3951,Lisa Berg,bruiz@example.com,CA,24,2020-10-28,True,758.0,2.0,801.79,3.0,3.0,5.0,335,Price-sensitive users,400.895
3952,Jennifer Reynolds,hannah72@example.net,ES,27,2022-08-02,True,95.0,1.0,4.2,5.0,1.0,1.0,511,New buyers,4.2
3953,Nathan Richardson,traviscook@example.net,IN,71,2021-10-16,True,1216.0,6.0,639.43,2.0,5.0,5.0,255,At-risk customers,106.57166666666666
3954,Pamela White,melissasmith@example.net,BR,57,2021-10-20,False,345.0,1.0,116.69,4.0,1.0,2.0,412,New buyers,116.69
3955,Scott Werner,deniseterry@example.net,PL,33,2024-06-26,False,234.0,3.0,703.57,4.0,4.0,5.0,445,High-value loyal customers,234.5233333333333
3956,Christina Mcclain,hmorton@example.net,MX,71,2024-07-04,True,382.0,2.0,429.37,4.0,3.0,4.0,434,High-value loyal customers,214.685
3957,Meredith Williams,stevenjohnson@example.com,US,72,2022-05-05,True,83.0,3.0,224.36,5.0,4.0,3.0,543,New buyers,74.78666666666666
3958,Lisa Nguyen,simmonsteresa@example.net,GB,41,2023-02-14,False,1962.0,1.0,176.41,1.0,1.0,3.0,113,At-risk customers,176.41
3959,Michelle Bridges,ukent@example.org,NL,47,2020-03-12,False,895.0,1.0,80.48,2.0,1.0,2.0,212,High-value loyal customers,80.48
3960,Stacey Hopkins,bholmes@example.net,BR,46,2022-09-06,False,1074.0,2.0,652.19,2.0,3.0,5.0,235,At-risk customers,326.095
3961,Jeremy Weber,kaitlyn76@example.net,PL,64,2022-03-31,False,1257.0,2.0,167.15,2.0,3.0,3.0,233,At-risk customers,83.575
3962,Alexandra Cobb,guzmanrachel@example.com,BR,52,2022-08-03,True,122.0,3.0,336.02,5.0,4.0,4.0,544,High-value loyal customers,112.00666666666666
3963,Richard Clarke,jessicamiller@example.org,US,29,2022-08-15,True,1646.0,1.0,32.47,1.0,1.0,1.0,111,At-risk customers,32.47
3965,Dominique Lewis,kevinlam@example.org,NL,57,2021-05-10,True,2110.0,1.0,106.76,1.0,1.0,2.0,112,At-risk customers,106.76
3966,Tyler Sanchez,jessicakline@example.org,ES,31,2023-05-02,True,1505.0,1.0,9.93,1.0,1.0,1.0,111,At-risk customers,9.93
3967,Michelle Cole,nicholas13@example.net,IN,21,2023-09-29,False,352.0,2.0,206.8,4.0,3.0,3.0,433,High-value loyal customers,103.4
3968,Rebecca Bright,dennisdiaz@example.com,JP,37,2022-11-09,True,846.0,2.0,117.81,3.0,3.0,2.0,332,Price-sensitive users,58.905
3969,Renee Henderson,stephenphillips@example.net,GB,35,2022-08-15,False,1857.0,3.0,102.17,1.0,4.0,2.0,142,At-risk customers,34.056666666666665
3971,Sarah Dickerson DDS,smithbenjamin@example.org,JP,63,2024-06-01,True,805.0,1.0,44.22,3.0,1.0,1.0,311,High-value loyal customers,44.22
3972,Caroline Crawford,heathermcbride@example.net,DE,23,2021-08-28,True,652.0,2.0,253.18,3.0,3.0,3.0,333,High-value loyal customers,126.59
3973,Dalton Ford,tyler05@example.org,SG,56,2023-01-22,True,760.0,4.0,446.45,3.0,5.0,5.0,355,New buyers,111.6125
3974,Casey Morse,sellersjames@example.com,AU,44,2020-02-26,False,450.0,2.0,385.89,4.0,3.0,4.0,434,High-value loyal customers,192.945
3975,Monica Wolf,michelle68@example.net,GB,42,2024-07-18,False,195.0,2.0,222.34,5.0,3.0,3.0,533,High-value loyal customers,111.17
3976,Rebecca Norman,lambshari@example.org,JP,57,2024-10-05,True,893.0,1.0,76.45,2.0,1.0,2.0,212,High-value loyal customers,76.45
3977,Joe Byrd,gomezlori@example.org,DE,59,2024-03-27,True,113.0,4.0,300.34,5.0,5.0,4.0,554,High-value loyal customers,75.085
3978,Brent Hopkins,peterserica@example.net,MX,21,2020-08-24,True,1511.0,1.0,77.72,1.0,1.0,2.0,112,At-risk customers,77.72
3979,Shannon Oliver,heather30@example.net,SE,21,2020-05-21,True,1290.0,1.0,468.03,2.0,1.0,5.0,215,At-risk customers,468.03
3981,Dennis Martin,harrisrichard@example.net,CA,39,2021-03-08,True,207.0,2.0,81.78,5.0,3.0,2.0,532,Price-sensitive users,40.89
3982,Jennifer Sharp,canthony@example.net,GB,28,2020-06-03,True,595.0,4.0,623.4699999999999,3.0,5.0,5.0,355,New buyers,155.86749999999998
3983,Bonnie Mckenzie,omccann@example.com,US,49,2025-10-18,True,1163.0,2.0,125.38,2.0,3.0,2.0,232,At-risk customers,62.690000000000005
3984,David Chapman,hwheeler@example.org,CA,36,2021-03-30,False,222.0,3.0,107.38,5.0,4.0,2.0,542,Price-sensitive users,35.79333333333334
3986,Elizabeth Fuller,dawn43@example.com,MX,53,2024-12-14,False,1588.0,1.0,232.06,1.0,1.0,3.0,113,At-risk customers,232.06
3988,Connor Arellano,ystevens@example.com,ES,45,2022-10-03,True,55.0,2.0,619.53,5.0,3.0,5.0,535,New buyers,309.765
3989,Anna Jackson,hjohnson@example.org,AE,29,2023-10-31,True,432.0,5.0,948.73,4.0,5.0,5.0,455,High-value loyal customers,189.746
3990,John Welch,juliehamilton@example.net,US,64,2025-01-21,True,1521.0,2.0,129.18,1.0,3.0,2.0,132,At-risk customers,64.59
3993,Timothy Thomas,nancy19@example.org,DE,24,2024-08-11,True,1883.0,1.0,5.4,1.0,1.0,1.0,111,At-risk customers,5.4
3994,Dr. Jessica Rosario,dalton21@example.com,FR,46,2025-08-01,True,219.0,1.0,15.35,5.0,1.0,1.0,511,New buyers,15.35
3996,David Hamilton,millsjohn@example.com,IN,71,2022-04-01,False,236.0,3.0,318.06,4.0,4.0,4.0,444,High-value loyal customers,106.02
3997,Harry Jones DDS,williamowen@example.org,FR,19,2024-07-28,False,1844.0,1.0,103.42,1.0,1.0,2.0,112,At-risk customers,103.42
3998,Jacob Williams,robinsontony@example.net,US,62,2020-11-16,True,14.0,4.0,622.02,5.0,5.0,5.0,555,High-value loyal customers,155.505
3999,Erica Smith,bakerkimberly@example.org,PL,47,2024-11-26,False,863.0,1.0,69.87,2.0,1.0,1.0,211,High-value loyal customers,69.87
4001,Tina Gardner,hollylara@example.org,NL,26,2021-07-10,True,1558.0,1.0,777.59,1.0,1.0,5.0,115,At-risk customers,777.59
4003,Daniel Watson,cassandra96@example.org,US,49,2025-08-06,False,1560.0,1.0,52.68,1.0,1.0,1.0,111,At-risk customers,52.68
4004,Phillip Davis,judith95@example.org,IN,57,2025-05-29,True,967.0,3.0,353.68,2.0,4.0,4.0,244,At-risk customers,117.89333333333332
